Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd),Key
Slovakia,Other bioproducts (from forestry biomass),920.0,kg,Forestry,0.41,4,2023-05-06,Other_bioproducts_(from_forestry_biomass)_Forestry
Slovakia,Primary non-metallic minerals products,229781.0,metric_ton,Minerals and mining,0.25,9,2023-05-16,Primary_non_metallic_minerals_products_Minerals_and_mining
Slovenia,Services and custom work,40498.92,hr,Forestry,0.08,11,2023-05-23,Services_and_custom_work_Forestry
Slovenia,Electricity,755509.0,kWh,Energy,0.09,2,2023-05-02,Electricity_Energy
Slovenia,Other refined petroleum and coal products,7489.003833138286,gallon,Energy,0.05,2,2023-05-23,Other_refined_petroleum_and_coal_products_Energy
Slovenia,Primary manufacturing,3963053.4975005263,kWh,Energy,0.06,1,2023-05-12,Primary_manufacturing_Energy
Slovenia,Primary manufacturing,763936.0,kWh,Minerals and mining,0.08,2,2023-05-18,Primary_manufacturing_Minerals_and_mining
Slovenia,Metallic minerals,1097863.0,metric_ton,Minerals and mining,0.01,7,2023-05-20,Metallic_minerals_Minerals_and_mining
Slovenia,Bioenergy and biofuel (from forestry biomass),7597.003579532996,gallon,Forestry,0.08,11,2023-05-29,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Slovenia,Other bioproducts (from forestry biomass),1720.0,kg,Forestry,0.01,10,2023-05-26,Other_bioproducts_(from_forestry_biomass)_Forestry
Slovenia,Tertiary metal products,658931.0,ton,Minerals and mining,0.07,8,2023-05-17,Tertiary_metal_products_Minerals_and_mining
Slovenia,Services,165677.4,hr,Minerals and mining,0.05,0,2023-05-09,Services_Minerals_and_mining
Slovenia,Services,1650983.04,hr,Energy,0.09,0,2023-05-05,Services_Energy
Slovenia,Primary non-metallic minerals products,132201.89216150218,metric_ton,Minerals and mining,0.04,4,2023-05-26,Primary_non_metallic_minerals_products_Minerals_and_mining
Slovenia,Biofuels,42746.956428,L,Energy,0.03,2,2023-05-03,Biofuels_Energy
Slovenia,Bioenergy,1673.0,kWh,Energy,0.06,4,2023-05-16,Bioenergy_Energy
Slovenia,Primary sawmill and wood products,608759.8620000001,ft,Forestry,0.01,1,2023-05-26,Primary_sawmill_and_wood_products_Forestry
Slovenia,Primary manufacturing,1145953.0,kWh,Forestry,0.09,5,2023-05-27,Primary_manufacturing_Forestry
Slovenia,Miscellaneous metal products,138730.0,kg,Minerals and mining,0.08,3,2023-05-19,Miscellaneous_metal_products_Minerals_and_mining
Slovenia,Petrochemicals,59112.027859597765,gallon,Energy,0.02,2,2023-05-07,Petrochemicals_Energy
Solomon Islands,Primary manufacturing,1367064.4817076265,kWh,Minerals and mining,0.01,0,2023-05-04,Primary_manufacturing_Minerals_and_mining
Solomon Islands,Natural gas,322144.0,cubic_feet,Energy,0.09,3,2023-05-10,Natural_gas_Energy
Solomon Islands,Secondary paper products,74922.0,metric_ton,Forestry,0.06,8,2023-05-23,Secondary_paper_products_Forestry
Solomon Islands,Miscellaneous metal products,266969.7816152,kg,Minerals and mining,0.16,9,2023-05-26,Miscellaneous_metal_products_Minerals_and_mining
Solomon Islands,Coal,201071.88657598273,short_ton,Minerals and mining,0.01,2,2023-05-09,Coal_Minerals_and_mining
Solomon Islands,Extraction,3078474.832866759,kWh,Energy,0.04,1,2023-05-04,Extraction_Energy
Solomon Islands,Bioenergy and biofuel (from forestry biomass),7283.0,gallon,Forestry,0.08,3,2023-05-10,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Solomon Islands,Other refined petroleum and coal products,82596.03892577025,gallon,Energy,0.09,2,2023-05-09,Other_refined_petroleum_and_coal_products_Energy
Solomon Islands,Petrochemicals,117860.05478930948,gallon,Energy,0.02,2,2023-05-13,Petrochemicals_Energy
Solomon Islands,Biofuels,10101.0,L,Energy,0.15,3,2023-05-03,Biofuels_Energy
Solomon Islands,Services,411476.04,hr,Minerals and mining,0.01,0,2023-05-08,Services_Minerals_and_mining
Solomon Islands,Crude oil,3954720.1466323,L,Energy,0.12,6,2023-05-23,Crude_oil_Energy
Solomon Islands,Other bioproducts (from forestry biomass),2160.99847048,kg,Forestry,0.16,0,2023-05-25,Other_bioproducts_(from_forestry_biomass)_Forestry
Somalia,Secondary paper products,343145.0,metric_ton,Forestry,0.06,12,2023-05-28,Secondary_paper_products_Forestry
Somalia,Primary non-metallic minerals products,417655.83,metric_ton,Minerals and mining,0.14,5,2023-05-27,Primary_non_metallic_minerals_products_Minerals_and_mining
Somalia,Refined petroleum products (fuels and lubricants),700824.0,gallon,Energy,0.42,3,2023-05-02,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Somalia,Miscellaneous metal products,37430.0,kg,Minerals and mining,0.38,10,2023-05-22,Miscellaneous_metal_products_Minerals_and_mining
South Africa,Natural gas,344862.5674511244,cubic_feet,Energy,1.0,2,2023-05-05,Natural_gas_Energy
South Georgia and the South Sandwich Islands,Extraction,174310.8578126158,metric_ton,Forestry,0.23,13,2023-05-22,Extraction_Forestry
South Georgia and the South Sandwich Islands,Primary manufacturing,982679.0,kWh,Forestry,0.18,2,2023-05-26,Primary_manufacturing_Forestry
South Georgia and the South Sandwich Islands,Primary pulp and paper products,59621.95136577632,metric_ton,Forestry,0.01,4,2023-05-14,Primary_pulp_and_paper_products_Forestry
South Georgia and the South Sandwich Islands,Natural gas,445439.00000000006,cubic_feet,Energy,0.05,2,2023-05-04,Natural_gas_Energy
South Georgia and the South Sandwich Islands,Primary manufacturing,1267957.0,kWh,Minerals and mining,0.04,1,2023-05-12,Primary_manufacturing_Minerals_and_mining
South Georgia and the South Sandwich Islands,Primary non-metallic minerals products,320840.0,metric_ton,Minerals and mining,0.09,9,2023-05-17,Primary_non_metallic_minerals_products_Minerals_and_mining
South Georgia and the South Sandwich Islands,Metallic minerals,71908.94134301558,metric_ton,Minerals and mining,0.19,3,2023-05-10,Metallic_minerals_Minerals_and_mining
South Georgia and the South Sandwich Islands,Extraction,571092.286048,ton,Minerals and mining,0.21,1,2023-05-14,Extraction_Minerals_and_mining
South Sudan,Services and custom work,23193.375,hr,Minerals and mining,0.1,10,2023-05-29,Services_and_custom_work_Minerals_and_mining
South Sudan,Natural gas,363531.0688040316,cubic_feet,Energy,0.05,2,2023-05-17,Natural_gas_Energy
South Sudan,Other refined petroleum and coal products,115018.18402762183,gallon,Energy,0.09,7,2023-05-16,Other_refined_petroleum_and_coal_products_Energy
South Sudan,Primary manufacturing,4146374.9999999995,kWh,Energy,0.03,2,2023-05-10,Primary_manufacturing_Energy
South Sudan,Extraction,2308278.0500000003,ton,Minerals and mining,0.07,2,2023-05-04,Extraction_Minerals_and_mining
South Sudan,Metallic minerals,1701353.6121871292,metric_ton,Minerals and mining,0.05,0,2023-05-10,Metallic_minerals_Minerals_and_mining
South Sudan,Services,310356.96,hr,Minerals and mining,0.1,10,2023-05-26,Services_Minerals_and_mining
South Sudan,Primary manufacturing,14742.0,kWh,Minerals and mining,0.09,4,2023-05-22,Primary_manufacturing_Minerals_and_mining
South Sudan,Bioenergy and biofuel (from forestry biomass),10346.967591885686,gallon,Forestry,0.08,9,2023-05-28,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
South Sudan,Crude oil,3911730.0,L,Energy,0.02,0,2023-05-07,Crude_oil_Energy
South Sudan,Miscellaneous metal products,70792.0,kg,Minerals and mining,0.03,3,2023-05-08,Miscellaneous_metal_products_Minerals_and_mining
South Sudan,Tertiary metal products,945095.21936,ton,Minerals and mining,0.07,1,2023-05-03,Tertiary_metal_products_Minerals_and_mining
South Sudan,Extraction,185444.04,metric_ton,Forestry,0.03,4,2023-05-25,Extraction_Forestry
South Sudan,Secondary metal products,158500.0,ton,Minerals and mining,0.05,5,2023-05-19,Secondary_metal_products_Minerals_and_mining
South Sudan,Extraction,1170974.556052301,kWh,Energy,0.02,9,2023-05-28,Extraction_Energy
South Sudan,Primary pulp and paper products,259920.78797813208,metric_ton,Forestry,0.01,3,2023-05-26,Primary_pulp_and_paper_products_Forestry
South Sudan,Refined petroleum products (fuels and lubricants),306604.14449689724,gallon,Energy,0.09,13,2023-05-29,Refined_petroleum_products_(fuels_and_lubricants)_Energy
South Sudan,Primary non-metallic minerals products,302206.0,metric_ton,Minerals and mining,0.02,6,2023-05-20,Primary_non_metallic_minerals_products_Minerals_and_mining
Spain,Extraction,169383.18436,ton,Minerals and mining,0.4,3,2023-05-12,Extraction_Minerals_and_mining
Spain,Bioenergy,5896.9977643444,kWh,Energy,0.2,1,2023-05-18,Bioenergy_Energy
Spain,Primary manufacturing,1041683.6050710207,kWh,Minerals and mining,0.3,4,2023-05-06,Primary_manufacturing_Minerals_and_mining
Spain,Non-metallic minerals,847936.4400000001,metric_ton,Minerals and mining,0.09,4,2023-05-11,Non_metallic_minerals_Minerals_and_mining
Spain,Miscellaneous metal products,209370.0,kg,Minerals and mining,0.01,1,2023-05-05,Miscellaneous_metal_products_Minerals_and_mining
Sri Lanka,Services,432689.76,hr,Minerals and mining,0.07,8,2023-05-23,Services_Minerals_and_mining
Sri Lanka,Metallic minerals,1203282.0,metric_ton,Minerals and mining,0.12,0,2023-05-20,Metallic_minerals_Minerals_and_mining
Sri Lanka,Tertiary metal products,657052.13474824,ton,Minerals and mining,0.13,5,2023-05-23,Tertiary_metal_products_Minerals_and_mining
Sri Lanka,Primary sawmill and wood products,706896.0,ft,Forestry,0.01,1,2023-05-20,Primary_sawmill_and_wood_products_Forestry
Sri Lanka,Refined petroleum products (fuels and lubricants),303494.83965013037,gallon,Energy,0.05,1,2023-05-07,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Sri Lanka,Extraction,1577287.0,kWh,Energy,0.07,0,2023-05-25,Extraction_Energy
Sri Lanka,Primary metallic minerals products,447520.76,metric_ton,Minerals and mining,0.11,3,2023-05-03,Primary_metallic_minerals_products_Minerals_and_mining
Sri Lanka,Extraction,99176.91910160985,metric_ton,Forestry,0.11,3,2023-05-28,Extraction_Forestry
Sri Lanka,Services and custom work,43705.2,hr,Forestry,0.03,1,2023-05-14,Services_and_custom_work_Forestry
Sri Lanka,Other bioproducts (from forestry biomass),550.0,kg,Forestry,0.01,2,2023-05-29,Other_bioproducts_(from_forestry_biomass)_Forestry
Sri Lanka,Non-metallic minerals,104600.91467593456,metric_ton,Minerals and mining,0.07,6,2023-05-22,Non_metallic_minerals_Minerals_and_mining
Sri Lanka,Coal,271802.1984435283,short_ton,Minerals and mining,0.01,4,2023-05-14,Coal_Minerals_and_mining
Sri Lanka,Miscellaneous metal products,1047.99710048,kg,Minerals and mining,0.11,12,2023-05-20,Miscellaneous_metal_products_Minerals_and_mining
Sri Lanka,Extraction,2027547.91487,ton,Minerals and mining,0.1,0,2023-05-10,Extraction_Minerals_and_mining
Sudan (the),Services,129519.0,hr,Minerals and mining,0.1,0,2023-05-09,Services_Minerals_and_mining
Sudan (the),Services and custom work,108092.085,hr,Minerals and mining,0.01,3,2023-05-24,Services_and_custom_work_Minerals_and_mining
Sudan (the),Non-metallic minerals,692145.0,metric_ton,Minerals and mining,0.07,3,2023-05-25,Non_metallic_minerals_Minerals_and_mining
Sudan (the),Primary metallic minerals products,728246.4059614812,metric_ton,Minerals and mining,0.01,0,2023-05-07,Primary_metallic_minerals_products_Minerals_and_mining
Sudan (the),Miscellaneous metal products,23516.0,kg,Minerals and mining,0.07,4,2023-05-19,Miscellaneous_metal_products_Minerals_and_mining
Sudan (the),Other refined petroleum and coal products,101156.94655427021,gallon,Energy,0.06,1,2023-05-29,Other_refined_petroleum_and_coal_products_Energy
Sudan (the),Primary manufacturing,1062704.0,kWh,Energy,0.08,2,2023-05-03,Primary_manufacturing_Energy
Sudan (the),Bioenergy and biofuel (from forestry biomass),1971.0009298860623,gallon,Forestry,0.1,10,2023-05-27,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Sudan (the),Primary manufacturing,596669.0,kWh,Forestry,0.04,0,2023-05-02,Primary_manufacturing_Forestry
Sudan (the),Services and custom work,4613.28,hr,Forestry,0.0499999999999999,4,2023-05-02,Services_and_custom_work_Forestry
Sudan (the),Services,2034659.76,hr,Energy,0.09,11,2023-05-26,Services_Energy
Sudan (the),Biofuels,15104.0,L,Energy,0.09,6,2023-05-26,Biofuels_Energy
Sudan (the),Extraction,2426050.0,ton,Minerals and mining,0.05,1,2023-05-06,Extraction_Minerals_and_mining
Sudan (the),Primary pulp and paper products,441907.79000000004,metric_ton,Forestry,0.01,0,2023-05-10,Primary_pulp_and_paper_products_Forestry
Sudan (the),Services,230808.96000000002,hr,Forestry,0.08,0,2023-05-14,Services_Forestry
Sudan (the),Primary forestry bioproducts,11827.0,metric_ton,Forestry,0.09,6,2023-05-18,Primary_forestry_bioproducts_Forestry
Suriname,Extraction,1802048.1,ton,Minerals and mining,0.02,2,2023-05-18,Extraction_Minerals_and_mining
Suriname,Natural gas,502836.82735796424,cubic_feet,Energy,0.18,4,2023-05-17,Natural_gas_Energy
Suriname,Secondary wood products,96006.0,lb,Forestry,0.14,4,2023-05-13,Secondary_wood_products_Forestry
Suriname,Primary forestry bioproducts,6883.93,metric_ton,Forestry,0.03,2,2023-05-04,Primary_forestry_bioproducts_Forestry
Suriname,Services and custom work,625424400.0,hr,Minerals and mining,0.11,1,2023-05-13,Services_and_custom_work_Minerals_and_mining
Suriname,Primary manufacturing,166723.0,kWh,Minerals and mining,0.12,2,2023-05-19,Primary_manufacturing_Minerals_and_mining
Suriname,Services,438197.73,hr,Energy,0.08,3,2023-05-13,Services_Energy
Suriname,Other refined petroleum and coal products,61868.02915668316,gallon,Energy,0.02,3,2023-05-11,Other_refined_petroleum_and_coal_products_Energy
Suriname,Secondary paper products,68653.05,metric_ton,Forestry,0.15,0,2023-05-04,Secondary_paper_products_Forestry
Suriname,Services,360575.04000000004,hr,Minerals and mining,0.01,0,2023-05-06,Services_Minerals_and_mining
Suriname,Miscellaneous metal products,359280.0,kg,Minerals and mining,0.02,9,2023-05-23,Miscellaneous_metal_products_Minerals_and_mining
Suriname,Metallic minerals,1641255.661210708,metric_ton,Minerals and mining,0.01,6,2023-05-19,Metallic_minerals_Minerals_and_mining
Suriname,Primary pulp and paper products,239459.5,metric_ton,Forestry,0.05,2,2023-05-09,Primary_pulp_and_paper_products_Forestry
Suriname,Primary manufacturing,357181.0,kWh,Forestry,0.06,1,2023-05-07,Primary_manufacturing_Forestry
Svalbard and Jan Mayen,Biofuels,18862.534949999997,L,Energy,0.37,7,2023-05-28,Biofuels_Energy
Svalbard and Jan Mayen,Natural gas,661000.0875971157,cubic_feet,Energy,0.63,4,2023-05-02,Natural_gas_Energy
Sweden,Primary manufacturing,266446.0,kWh,Forestry,0.1399999999999999,2,2023-05-16,Primary_manufacturing_Forestry
Sweden,Primary manufacturing,469979.0,kWh,Minerals and mining,0.12,2,2023-05-10,Primary_manufacturing_Minerals_and_mining
Sweden,Biofuels,34859.0,L,Energy,0.01,13,2023-05-20,Biofuels_Energy
Sweden,Non-metallic minerals,890755.72,metric_ton,Minerals and mining,0.15,4,2023-05-12,Non_metallic_minerals_Minerals_and_mining
Sweden,Petrochemicals,101636.36594186626,gallon,Energy,0.1,2,2023-05-06,Petrochemicals_Energy
Sweden,Bioenergy and biofuel (from forestry biomass),543.9991969165824,gallon,Forestry,0.01,2,2023-05-04,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Sweden,Services and custom work,142096.86000000002,hr,Minerals and mining,0.13,12,2023-05-19,Services_and_custom_work_Minerals_and_mining
Sweden,Tertiary metal products,646011.169504,ton,Minerals and mining,0.09,6,2023-05-25,Tertiary_metal_products_Minerals_and_mining
Sweden,Natural gas,612360.0075654734,cubic_feet,Energy,0.04,2,2023-05-11,Natural_gas_Energy
Sweden,Secondary paper products,64865.0,metric_ton,Forestry,0.07,1,2023-05-21,Secondary_paper_products_Forestry
Sweden,Primary pulp and paper products,302273.0,metric_ton,Forestry,0.01,3,2023-05-15,Primary_pulp_and_paper_products_Forestry
Sweden,Extraction,2001418.27,ton,Minerals and mining,0.13,12,2023-05-24,Extraction_Minerals_and_mining
Switzerland,Services and custom work,133444.08000000002,hr,Minerals and mining,0.19,1,2023-05-06,Services_and_custom_work_Minerals_and_mining
Switzerland,Tertiary metal products,638718.84,ton,Minerals and mining,0.01,13,2023-05-16,Tertiary_metal_products_Minerals_and_mining
Switzerland,Primary forestry bioproducts,13109.0,metric_ton,Forestry,0.18,4,2023-05-10,Primary_forestry_bioproducts_Forestry
Switzerland,Coal,294765.09623228025,short_ton,Minerals and mining,0.03,0,2023-05-23,Coal_Minerals_and_mining
Switzerland,Biofuels,47550.61423,L,Energy,0.0499999999999999,1,2023-05-13,Biofuels_Energy
Switzerland,Petrochemicals,135498.0284830441,gallon,Energy,0.17,12,2023-05-19,Petrochemicals_Energy
Switzerland,Refined petroleum products (fuels and lubricants),184370.0,gallon,Energy,0.19,5,2023-05-16,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Switzerland,Services,2118369.645,hr,Energy,0.18,4,2023-05-29,Services_Energy
Syrian Arab Republic,Services,294888.24,hr,Forestry,0.22,0,2023-05-04,Services_Forestry
Syrian Arab Republic,Primary sawmill and wood products,528423.0155971999,ft,Forestry,0.01,5,2023-05-24,Primary_sawmill_and_wood_products_Forestry
Syrian Arab Republic,Bioenergy,15999.9939328535,kWh,Energy,0.26,4,2023-05-14,Bioenergy_Energy
Syrian Arab Republic,Biofuels,20727.0,L,Energy,0.4,1,2023-05-23,Biofuels_Energy
Syrian Arab Republic,Other refined petroleum and coal products,14730.006942444807,gallon,Energy,0.11,1,2023-05-23,Other_refined_petroleum_and_coal_products_Energy
Taiwan (Province of China),Secondary wood products,181774.0,lb,Forestry,0.09,13,2023-05-20,Secondary_wood_products_Forestry
Taiwan (Province of China),Extraction,196005.28,metric_ton,Forestry,0.04,2,2023-05-11,Extraction_Forestry
Taiwan (Province of China),Petrochemicals,182356.0856023522,gallon,Energy,0.07,13,2023-05-29,Petrochemicals_Energy
Taiwan (Province of China),Extraction,1511100.0,ton,Minerals and mining,0.04,12,2023-05-20,Extraction_Minerals_and_mining
Taiwan (Province of China),Miscellaneous metal products,75079.94036744001,kg,Minerals and mining,0.18,1,2023-05-16,Miscellaneous_metal_products_Minerals_and_mining
Taiwan (Province of China),Metallic minerals,1153449.0591182068,metric_ton,Minerals and mining,0.08,2,2023-05-02,Metallic_minerals_Minerals_and_mining
Taiwan (Province of China),Primary non-metallic minerals products,311107.53,metric_ton,Minerals and mining,0.08,12,2023-05-21,Primary_non_metallic_minerals_products_Minerals_and_mining
Taiwan (Province of China),Services and custom work,148752.24,hr,Minerals and mining,0.28,12,2023-05-26,Services_and_custom_work_Minerals_and_mining
Taiwan (Province of China),Primary metallic minerals products,35525.29,metric_ton,Minerals and mining,0.07,7,2023-05-21,Primary_metallic_minerals_products_Minerals_and_mining
Taiwan (Province of China),Services,109555.92,hr,Minerals and mining,0.07,5,2023-05-19,Services_Minerals_and_mining
Tajikistan,Primary sawmill and wood products,505294.01223239995,ft,Forestry,0.04,1,2023-05-05,Primary_sawmill_and_wood_products_Forestry
Tajikistan,Primary manufacturing,686919.0,kWh,Minerals and mining,0.13,4,2023-05-02,Primary_manufacturing_Minerals_and_mining
Tajikistan,Biofuels,14159.191479999998,L,Energy,0.03,3,2023-05-11,Biofuels_Energy
Tajikistan,Services and custom work,119392.92,hr,Minerals and mining,0.12,3,2023-05-19,Services_and_custom_work_Minerals_and_mining
Tajikistan,Services and custom work,54721.755,hr,Forestry,0.12,11,2023-05-17,Services_and_custom_work_Forestry
Tajikistan,Other bioproducts (from forestry biomass),75.9993396,kg,Forestry,0.03,4,2023-05-15,Other_bioproducts_(from_forestry_biomass)_Forestry
Tajikistan,Non-metallic minerals,431770.6478007035,metric_ton,Minerals and mining,0.04,4,2023-05-12,Non_metallic_minerals_Minerals_and_mining
Tajikistan,Primary manufacturing,1757318.9999999998,kWh,Energy,0.11,3,2023-05-11,Primary_manufacturing_Energy
Tajikistan,Electricity,2600428.0141088855,kWh,Energy,0.1,2,2023-05-10,Electricity_Energy
Tajikistan,Extraction,58555.95223300608,metric_ton,Forestry,0.11,4,2023-05-29,Extraction_Forestry
Tajikistan,Primary metallic minerals products,73844.93976395942,metric_ton,Minerals and mining,0.04,11,2023-05-19,Primary_metallic_minerals_products_Minerals_and_mining
Tajikistan,Primary pulp and paper products,222326.0,metric_ton,Forestry,0.09,11,2023-05-18,Primary_pulp_and_paper_products_Forestry
Tajikistan,Services,292134.255,hr,Minerals and mining,0.04,0,2023-05-29,Services_Minerals_and_mining
"Tanzania, United Republic of",Tertiary metal products,832922.0,ton,Minerals and mining,0.1100000000000001,0,2023-05-13,Tertiary_metal_products_Minerals_and_mining
"Tanzania, United Republic of",Primary sawmill and wood products,282862.8868548,ft,Forestry,0.12,0,2023-05-11,Primary_sawmill_and_wood_products_Forestry
"Tanzania, United Republic of",Other refined petroleum and coal products,14003.964856646968,gallon,Energy,0.06,4,2023-05-09,Other_refined_petroleum_and_coal_products_Energy
"Tanzania, United Republic of",Primary pulp and paper products,29902.0,metric_ton,Forestry,0.06,2,2023-05-19,Primary_pulp_and_paper_products_Forestry
"Tanzania, United Republic of",Refined petroleum products (fuels and lubricants),253705.0190071881,gallon,Energy,0.13,1,2023-05-15,Refined_petroleum_products_(fuels_and_lubricants)_Energy
"Tanzania, United Republic of",Services,2629084.11,hr,Energy,0.1,2,2023-05-15,Services_Energy
"Tanzania, United Republic of",Extraction,197917.79,metric_ton,Forestry,0.1,1,2023-05-09,Extraction_Forestry
"Tanzania, United Republic of",Other bioproducts (from forestry biomass),570.0,kg,Forestry,0.09,2,2023-05-02,Other_bioproducts_(from_forestry_biomass)_Forestry
"Tanzania, United Republic of",Secondary paper products,211587.55000000002,metric_ton,Forestry,0.01,6,2023-05-25,Secondary_paper_products_Forestry
"Tanzania, United Republic of",Non-metallic minerals,503475.18,metric_ton,Minerals and mining,0.08,9,2023-05-20,Non_metallic_minerals_Minerals_and_mining
"Tanzania, United Republic of",Biofuels,28027.0,L,Energy,0.01,3,2023-05-04,Biofuels_Energy
"Tanzania, United Republic of",Services,447166.0,hr,Minerals and mining,0.03,12,2023-05-23,Services_Minerals_and_mining
"Tanzania, United Republic of",Coal,218711.1427610838,short_ton,Minerals and mining,0.1,2,2023-05-10,Coal_Minerals_and_mining
Thailand,Crude oil,2165610.9920597,L,Energy,0.0999999999999999,4,2023-05-06,Crude_oil_Energy
Thailand,Bioenergy,9895.0,kWh,Energy,0.06,4,2023-05-12,Bioenergy_Energy
Thailand,Primary forestry bioproducts,5101.0,metric_ton,Forestry,0.04,0,2023-05-04,Primary_forestry_bioproducts_Forestry
Thailand,Non-metallic minerals,420474.44,metric_ton,Minerals and mining,0.06,0,2023-05-05,Non_metallic_minerals_Minerals_and_mining
Thailand,Secondary paper products,321329.26,metric_ton,Forestry,0.09,10,2023-05-18,Secondary_paper_products_Forestry
Thailand,Biofuels,24086.366359999996,L,Energy,0.09,10,2023-05-24,Biofuels_Energy
Thailand,Services and custom work,18759.24,hr,Forestry,0.19,6,2023-05-19,Services_and_custom_work_Forestry
Thailand,Services and custom work,206762400.0,hr,Minerals and mining,0.14,0,2023-05-26,Services_and_custom_work_Minerals_and_mining
Thailand,Primary non-metallic minerals products,463196.6221642755,metric_ton,Minerals and mining,0.23,12,2023-05-24,Primary_non_metallic_minerals_products_Minerals_and_mining
Timor-Leste,Other refined petroleum and coal products,105360.0,gallon,Energy,0.44,0,2023-05-12,Other_refined_petroleum_and_coal_products_Energy
Timor-Leste,Services,1090847.0,hr,Energy,0.38,6,2023-05-23,Services_Energy
Timor-Leste,Secondary wood products,216345.17363621935,lb,Forestry,0.18,2,2023-05-05,Secondary_wood_products_Forestry
Togo,Crude oil,2374505.8902899004,L,Energy,1.0,3,2023-05-06,Crude_oil_Energy
Tokelau,Other bioproducts (from forestry biomass),1812.00024976,kg,Forestry,1.0,7,2023-05-23,Other_bioproducts_(from_forestry_biomass)_Forestry
Tonga,Extraction,3334328.0,kWh,Energy,1.0,0,2023-05-07,Extraction_Energy
Trinidad and Tobago,Natural gas,410406.6752754549,cubic_feet,Energy,0.44,2,2023-05-14,Natural_gas_Energy
Trinidad and Tobago,Primary sawmill and wood products,464077.0,ft,Forestry,0.26,10,2023-05-25,Primary_sawmill_and_wood_products_Forestry
Trinidad and Tobago,Primary manufacturing,650377.0,kWh,Energy,0.3,11,2023-05-20,Primary_manufacturing_Energy
Tunisia,Secondary paper products,297500.0,metric_ton,Forestry,0.2399999999999998,11,2023-05-18,Secondary_paper_products_Forestry
Tunisia,Crude oil,474913.0,L,Energy,0.06,2,2023-05-10,Crude_oil_Energy
Tunisia,Services and custom work,39760.0,hr,Forestry,0.02,3,2023-05-04,Services_and_custom_work_Forestry
Tunisia,Metallic minerals,287737.42,metric_ton,Minerals and mining,0.07,0,2023-05-18,Metallic_minerals_Minerals_and_mining
Tunisia,Extraction,9172.0,metric_ton,Forestry,0.26,4,2023-05-18,Extraction_Forestry
Tunisia,Primary forestry bioproducts,4185.0,metric_ton,Forestry,0.16,3,2023-05-04,Primary_forestry_bioproducts_Forestry
Tunisia,Petrochemicals,51834.02442800119,gallon,Energy,0.15,0,2023-05-18,Petrochemicals_Energy
Tunisia,Tertiary metal products,451176.54000000004,ton,Minerals and mining,0.04,10,2023-05-28,Tertiary_metal_products_Minerals_and_mining
Turkey,Primary manufacturing,1070952.0,kWh,Minerals and mining,0.34,6,2023-05-24,Primary_manufacturing_Minerals_and_mining
Turkey,Extraction,22289.0,metric_ton,Forestry,0.33,3,2023-05-04,Extraction_Forestry
Turkey,Primary metallic minerals products,529657.0,metric_ton,Minerals and mining,0.22,1,2023-05-14,Primary_metallic_minerals_products_Minerals_and_mining
Turkey,Tertiary metal products,329797.03319,ton,Minerals and mining,0.11,2,2023-05-26,Tertiary_metal_products_Minerals_and_mining
Turkmenistan,Primary manufacturing,1898967.9999999998,kWh,Energy,0.11,5,2023-05-27,Primary_manufacturing_Energy
Turkmenistan,Services and custom work,74376.96,hr,Minerals and mining,0.29,2,2023-05-07,Services_and_custom_work_Minerals_and_mining
Turkmenistan,Tertiary metal products,1159648.0,ton,Minerals and mining,0.15,1,2023-05-04,Tertiary_metal_products_Minerals_and_mining
Turkmenistan,Primary sawmill and wood products,414534.134,ft,Forestry,0.08,2,2023-05-23,Primary_sawmill_and_wood_products_Forestry
Turkmenistan,Bioenergy and biofuel (from forestry biomass),820.001003854272,gallon,Forestry,0.32,3,2023-05-15,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Turkmenistan,Primary forestry bioproducts,8709.99289683968,metric_ton,Forestry,0.05,2,2023-05-02,Primary_forestry_bioproducts_Forestry
Turks and Caicos Islands (the),Extraction,119434.5,ton,Minerals and mining,0.06,11,2023-05-29,Extraction_Minerals_and_mining
Turks and Caicos Islands (the),Primary metallic minerals products,185844.18,metric_ton,Minerals and mining,0.08,5,2023-05-26,Primary_metallic_minerals_products_Minerals_and_mining
Turks and Caicos Islands (the),Primary non-metallic minerals products,227149.0,metric_ton,Minerals and mining,0.06,2,2023-05-15,Primary_non_metallic_minerals_products_Minerals_and_mining
Turks and Caicos Islands (the),Electricity,2349956.0,kWh,Energy,0.02,12,2023-05-26,Electricity_Energy
Turks and Caicos Islands (the),Services,52793.235,hr,Energy,0.08,3,2023-05-25,Services_Energy
Turks and Caicos Islands (the),Miscellaneous metal products,311190.0,kg,Minerals and mining,0.03,0,2023-05-04,Miscellaneous_metal_products_Minerals_and_mining
Turks and Caicos Islands (the),Primary manufacturing,1143693.0,kWh,Forestry,0.07,0,2023-05-12,Primary_manufacturing_Forestry
